Caterpillar ID,Leaf ID,Caterpillar Instar,Caterpillar Alive,Date,Time,Leaf Area,Notes,Image,Image Calibrated,Old Leaf Area
14,1013,3,Yes,7/21/2020,14.483,149.9728545,,MsCcHSFeed\07-21-2020.14.483CatID014LeafID1013.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,149.7216765
12,1014,3,Yes,7/21/2020,14.533,356.9199305,,MsCcHSFeed\07-21-2020.14.533CatID012LeafID1014.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,323.2817096
15,1015,3,Yes,7/21/2020,14.583,391.8297397,,MsCcHSFeed\07-21-2020.14.583CatID015LeafID1015.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,377.3791588
16,1016,3,Yes,7/21/2020,14.633,405.3737253,,MsCcHSFeed\07-21-2020.14.633CatID016LeafID1016.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,388.1680363
17,1017,3,Yes,7/21/2020,14.667,344.514095,,MsCcHSFeed\07-21-2020.14.667CatID017LeafID1017.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,308.5642521
1,1001,4,Yes,7/22/2020,10.617,109.2074595,,MsCcHSFeed\07-22-2020.10.617CatID001LeafID1001.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,100.1297317
1,1018,4,Yes,7/22/2020,10.65,356.1860199,,MsCcHSFeed\07-22-2020.10.65CatID001LeafID1018.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,332.84217
2,1002,4,Yes,7/22/2020,10.667,58.38317282,,MsCcHSFeed\07-22-2020.10.667CatID002LeafID1002.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,29.50163418
2,1019,4,Yes,7/22/2020,10.7,296.9511969,,MsCcHSFeed\07-22-2020.10.7CatID002LeafID1019.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,285.1497583
18,1020,3,Yes,7/22/2020,10.7,256.6567605,,MsCcHSFeed\07-22-2020.10.7CatID018LeafID1020.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,240.5185778
2,1019,4,Yes,7/23/2020,14.683,6.77003046,,MsCcHSFeed\07-23-2020.14.683CatID002LeafID1019.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,2.821827189
2,1021,4,Yes,7/23/2020,14.733,284.2627862,,MsCcHSFeed\07-23-2020.14.733CatID002LeafID1021.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,280.3970007
21,1022,3,Yes,7/23/2020,14.75,240.9228173,,MsCcHSFeed\07-23-2020.14.75CatID021LeafID1022.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,240.7579818
22,1023,3,Yes,7/23/2020,14.917,177.3316268,,MsCcHSFeed\07-23-2020.14.917CatID022LeafID1023.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,176.5506204
19,1024,3,Yes,7/23/2020,14.933,286.280059,,MsCcHSFeed\07-23-2020.14.933CatID019LeafID1024.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,281.0288702
20,1025,3,Yes,7/23/2020,15.067,57.62571434,,MsCcHSFeed\07-23-2020.15.067CatID020LeafID1025.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,54.84313371
23,1026,3,Yes,7/23/2020,15.1,358.348505,,MsCcHSFeed\07-23-2020.15.1CatID023LeafID1026.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,330.9661847
24,1027,3,Yes,7/23/2020,15.133,236.9078949,,MsCcHSFeed\07-23-2020.15.133CatID024LeafID1027.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,228.1088176
3,1003,4,Yes,7/24/2020,14.267,90.51432608,,MsCcHSFeed\07-24-2020.14.267CatID003LeafID1003.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,88.71683394
3,1028,4,Yes,7/24/2020,14.283,155.1730228,,MsCcHSFeed\07-24-2020.14.283CatID003LeafID1028.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,155.4673719
1,1018,4,Yes,7/24/2020,14.3,140.3025037,,MsCcHSFeed\07-24-2020.14.3CatID001LeafID1018.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,50.78111543
1,1029,4,Yes,7/24/2020,14.333,252.9322626,,MsCcHSFeed\07-24-2020.14.333CatID001LeafID1029.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,244.5138769
21,1022,3,No,7/24/2020,14.35,253.030379,,MsCcHSFeed\07-24-2020.14.35CatID021LeafID1022.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,251.6606743
22,1023,3,No,7/24/2020,14.433,175.3065047,,MsCcHSFeed\07-24-2020.14.433CatID022LeafID1023.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,174.2900189
8,1008,4,Yes,7/24/2020,14.433,11.51493876,,MsCcHSFeed\07-24-2020.14.433CatID008LeafID1008.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,4.273949664
8,1030,4,Yes,7/24/2020,14.55,405.2442117,,MsCcHSFeed\07-24-2020.14.55CatID008LeafID1030.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,393.5722867
7,1007,4,Yes,7/24/2020,14.683,49.18770536,,MsCcHSFeed\07-24-2020.14.683CatID007LeafID1007.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,9.120899008
7,1031,4,Yes,7/24/2020,14.7,485.8134611,,MsCcHSFeed\07-24-2020.14.7CatID007LeafID1031.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,475.4798436
9,1009,4,Yes,7/24/2020,14.717,1.004711767,,MsCcHSFeed\07-24-2020.14.717CatID009LeafID1009.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
9,1032,4,Yes,7/24/2020,14.75,299.4433531,,MsCcHSFeed\07-24-2020.14.75CatID009LeafID1032.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,287.1788051
10,1010,4,Yes,7/24/2020,14.75,62.27250626,,MsCcHSFeed\07-24-2020.14.75CatID010LeafID1010.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,47.93966497
10,1033,4,Yes,7/24/2020,14.783,246.9393139,,MsCcHSFeed\07-24-2020.14.783CatID010LeafID1033.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,242.8380491
11,1011,4,Yes,7/24/2020,14.8,0.027472587,,MsCcHSFeed\07-24-2020.14.8CatID011LeafID1011.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
11,1034,4,Yes,7/24/2020,14.817,272.0649574,,MsCcHSFeed\07-24-2020.14.817CatID011LeafID1034.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,255.9895691
12,1014,3,Yes,7/24/2020,14.833,414.3494121,,MsCcHSFeed\07-24-2020.14.833CatID012LeafID1014.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,305.4323771
12,1035,3,Yes,7/24/2020,14.85,394.3022726,,MsCcHSFeed\07-24-2020.14.85CatID012LeafID1035.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,369.1334579
20,1025,3,No,7/24/2020,14.867,60.11787048,,MsCcHSFeed\07-24-2020.14.867CatID020LeafID1025.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,57.38631037
23,1026,3,No,7/24/2020,14.95,363.6271665,,MsCcHSFeed\07-24-2020.14.95CatID023LeafID1026.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,295.9111632
25,1036,3,Yes,7/24/2020,14.967,300.7541879,,MsCcHSFeed\07-24-2020.14.967CatID025LeafID1036.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,295.0398898
26,1037,3,Yes,7/24/2020,15.017,245.6638009,,MsCcHSFeed\07-24-2020.15.017CatID026LeafID1037.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,239.0743046
27,1038,3,Yes,7/24/2020,15.033,311.809942,,MsCcHSFeed\07-24-2020.15.033CatID027LeafID1038.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,305.4755483
28,1039,3,Yes,7/24/2020,15.067,294.6866708,,MsCcHSFeed\07-24-2020.15.067CatID028LeafID1039.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,288.5956057
29,1040,3,Yes,7/24/2020,15.1,288.7094207,,MsCcHSFeed\07-24-2020.15.1CatID029LeafID1040.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,283.1167868
30,1041,3,Yes,7/24/2020,15.15,354.9497535,,MsCcHSFeed\07-24-2020.15.15CatID030LeafID1041.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,342.2613428
31,1042,3,Yes,7/24/2020,15.167,385.4914214,,MsCcHSFeed\07-24-2020.15.167CatID031LeafID1042.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,373.6664348
32,1043,3,Yes,7/24/2020,15.217,285.6010937,,MsCcHSFeed\07-24-2020.15.217CatID032LeafID1043.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,279.2784739
3,1028,4,Yes,7/25/2020,15.533,18.86581821,,MsCcHSFeed\07-25-2020.15.533CatID003LeafID1028.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,18.73630459
3,1044,4,Yes,7/25/2020,15.633,184.3881571,,MsCcHSFeed\07-25-2020.15.633CatID003LeafID1044.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,184.0310135
4,1004,4,Yes,7/25/2020,15.633,0.153061558,,MsCcHSFeed\07-25-2020.15.633CatID004LeafID1004.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
4,1045,4,Yes,7/25/2020,15.65,191.0090507,,MsCcHSFeed\07-25-2020.15.65CatID004LeafID1045.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,191.3975916
5,1005,4,Yes,7/25/2020,15.65,8.147584484,,MsCcHSFeed\07-25-2020.15.65CatID005LeafID1005.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,3.814764989
5,1046,4,Yes,7/25/2020,15.683,308.0540469,,MsCcHSFeed\07-25-2020.15.683CatID005LeafID1046.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,302.245557
13,1012,4,Yes,7/25/2020,15.7,33.73633729,,MsCcHSFeed\07-25-2020.15.7CatID013LeafID1012.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,35.10604201
13,1047,4,Yes,7/25/2020,15.717,139.8197711,,MsCcHSFeed\07-25-2020.15.717CatID013LeafID1047.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,140.5026611
6,1006,4,Yes,7/25/2020,15.717,70.09434435,,MsCcHSFeed\07-25-2020.15.717CatID006LeafID1006.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,43.34389356
6,1048,4,Yes,7/25/2020,15.733,217.2924675,,MsCcHSFeed\07-25-2020.15.733CatID006LeafID1048.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,215.5773931
14,1013,4,Yes,7/25/2020,15.75,10.69076114,,MsCcHSFeed\07-25-2020.15.75CatID014LeafID1013.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,10.24335043
14,1049,4,Yes,7/25/2020,15.767,174.1251834,,MsCcHSFeed\07-25-2020.15.767CatID014LeafID1049.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,174.1879779
33,1050,3,Yes,7/25/2020,15.767,139.4940247,,MsCcHSFeed\07-25-2020.15.767CatID033LeafID1050.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,139.525422
15,1015,4,Yes,7/25/2020,15.833,273.948792,,MsCcHSFeed\07-25-2020.15.833CatID015LeafID1015.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,142.7004681
15,1051,4,Yes,7/25/2020,15.933,277.2690504,,MsCcHSFeed\07-25-2020.15.933CatID015LeafID1051.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,266.9668301
16,1016,4,Yes,7/25/2020,15.933,214.8395579,,MsCcHSFeed\07-25-2020.15.933CatID016LeafID1016.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,128.7129965
16,1052,4,Yes,7/25/2020,15.967,433.78823,,MsCcHSFeed\07-25-2020.15.967CatID016LeafID1052.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,426.1547753
37,1053,3,Yes,7/25/2020,15.983,135.4320064,,MsCcHSFeed\07-25-2020.15.983CatID037LeafID1053.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,135.6910337
17,1017,4,Yes,7/25/2020,16.017,0,,MsCcHSFeed\07-25-2020.16.017CatID017LeafID1017.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
17,1054,4,Yes,7/25/2020,16.033,450.7466657,,MsCcHSFeed\07-25-2020.16.033CatID017LeafID1054.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,438.9726997
18,1020,4,Yes,7/25/2020,16.033,133.0497406,,MsCcHSFeed\07-25-2020.16.033CatID018LeafID1020.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,61.69165727
18,1055,4,Yes,7/25/2020,16.067,390.6837404,,MsCcHSFeed\07-25-2020.16.067CatID018LeafID1055.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,381.009465
28,1039,3,No,7/25/2020,16.067,293.9488356,,MsCcHSFeed\07-25-2020.16.067CatID028LeafID1039.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,286.166244
40,1056,3,Yes,7/25/2020,16.167,233.9212322,,MsCcHSFeed\07-25-2020.16.167CatID040LeafID1056.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,229.9769536
41,1057,3,Yes,7/25/2020,16.25,351.2919747,,MsCcHSFeed\07-25-2020.16.25CatID041LeafID1057.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,348.0698327
42,1058,3,Yes,7/25/2020,16.283,324.643565,,MsCcHSFeed\07-25-2020.16.283CatID042LeafID1058.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,321.3782517
43,1059,3,Yes,7/25/2020,16.317,229.6080359,,MsCcHSFeed\07-25-2020.16.317CatID043LeafID1059.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,224.9455454
1,1029,5,Yes,7/26/2020,11.65,0,,MsCcHSFeed\07-26-2020.11.65CatID001LeafID1029.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
1,1060,5,Yes,7/26/2020,11.667,526.3041303,,MsCcHSFeed\07-26-2020.11.667CatID001LeafID1060.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,502.2028218
2,1021,5,Yes,7/26/2020,11.683,4.894045208,,MsCcHSFeed\07-26-2020.11.683CatID002LeafID1021.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,2.0211975
2,1061,5,Yes,7/26/2020,11.7,537.6424595,,MsCcHSFeed\07-26-2020.11.7CatID002LeafID1061.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,482.9877093
37,1053,3,No,7/26/2020,11.717,134.1721921,,MsCcHSFeed\07-26-2020.11.717CatID037LeafID1053.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,134.6392261
44,1062,3,Yes,7/26/2020,11.867,161.4995672,,MsCcHSFeed\07-26-2020.11.867CatID044LeafID1062.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,160.3771158
45,1063,3,Yes,7/26/2020,11.933,160.9344168,,MsCcHSFeed\07-26-2020.11.933CatID045LeafID1063.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,161.0717798
46,1064,3,Yes,7/26/2020,11.967,183.6503219,,MsCcHSFeed\07-26-2020.11.967CatID046LeafID1064.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,183.3128016
24,1027,4,Yes,7/26/2020,12,196.9902254,,MsCcHSFeed\07-26-2020.12.0CatID024LeafID1027.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,106.6211116
24,1065,4,Yes,7/26/2020,12.05,282.2847599,,MsCcHSFeed\07-26-2020.12.05CatID024LeafID1065.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,275.2478529
29,1040,3,No,7/26/2020,12.067,264.9142354,,MsCcHSFeed\07-26-2020.12.067CatID029LeafID1040.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,260.8600664
42,1058,3,No,7/26/2020,12.183,327.3908237,,MsCcHSFeed\07-26-2020.12.183CatID042LeafID1058.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,322.5007032
1,1060,5,Yes,7/27/2020,14.35,43.99538635,,MsCcHSFeed\07-27-2020.14.35CatID001LeafID1060.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,33.65784419
1,1066,5,Yes,7/27/2020,14.4,609.7501521,,MsCcHSFeed\07-27-2020.14.4CatID001LeafID1066.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,542.7719841
2,1061,5,Yes,7/27/2020,14.433,2.127163194,,MsCcHSFeed\07-27-2020.14.433CatID002LeafID1061.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,1.024335043
2,1067,5,Yes,7/27/2020,14.45,562.4345073,,MsCcHSFeed\07-27-2020.14.45CatID002LeafID1067.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,539.3300613
3,1044,5,Yes,7/27/2020,14.467,40.41610068,,MsCcHSFeed\07-27-2020.14.467CatID003LeafID1044.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,40.84388811
3,1068,5,Yes,7/27/2020,14.5,170.4713293,,MsCcHSFeed\07-27-2020.14.5CatID003LeafID1068.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,170.2947198
7,1031,5,Yes,7/27/2020,14.517,269.9652668,,MsCcHSFeed\07-27-2020.14.517CatID007LeafID1031.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,250.149682
7,1069,5,Yes,7/27/2020,14.633,240.232078,,MsCcHSFeed\07-27-2020.14.633CatID007LeafID1069.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,236.1975323
8,1030,5,Yes,7/27/2020,14.65,97.26473327,,MsCcHSFeed\07-27-2020.14.65CatID008LeafID1030.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,98.13600675
8,1070,5,Yes,7/27/2020,14.667,286.4095727,,MsCcHSFeed\07-27-2020.14.667CatID008LeafID1070.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,282.375027
10,1033,5,Yes,7/27/2020,14.683,2.111464572,,MsCcHSFeed\07-27-2020.14.683CatID010LeafID1033.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.22763001
10,1071,5,Yes,7/27/2020,14.983,467.9916012,,MsCcHSFeed\07-27-2020.14.983CatID010LeafID1071.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,463.6980283
11,1034,5,Yes,7/27/2020,15,67.50014717,,MsCcHSFeed\07-27-2020.15.0CatID011LeafID1034.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,56.78191344
11,1072,5,Yes,7/27/2020,15.033,316.4645833,,MsCcHSFeed\07-27-2020.15.033CatID011LeafID1072.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,310.8601754
12,1035,4,Yes,7/27/2020,15.05,18.95608529,,MsCcHSFeed\07-27-2020.15.05CatID012LeafID1035.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,12.32341776
12,1073,4,Yes,7/27/2020,15.067,223.5091216,,MsCcHSFeed\07-27-2020.15.067CatID012LeafID1073.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,220.0828974
15,1051,4,Yes,7/27/2020,15.083,40.43572396,,MsCcHSFeed\07-27-2020.15.083CatID015LeafID1051.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,35.37684323
15,1074,4,Yes,7/27/2020,15.117,295.4912251,,MsCcHSFeed\07-27-2020.15.117CatID015LeafID1074.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,286.6764492
18,1055,4,Yes,7/27/2020,15.133,87.61400579,,MsCcHSFeed\07-27-2020.15.133CatID018LeafID1055.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,62.0056297
18,1075,4,Yes,7/27/2020,15.167,304.4865352,,MsCcHSFeed\07-27-2020.15.167CatID018LeafID1075.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,301.3507355
48,1076,3,Yes,7/27/2020,15.167,143.304865,,MsCcHSFeed\07-27-2020.15.167CatID048LeafID1076.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,143.304865
26,1037,4,Yes,7/27/2020,15.267,88.37146427,,MsCcHSFeed\07-27-2020.15.267CatID026LeafID1037.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,77.59828536
26,1077,4,Yes,7/27/2020,15.3,207.6652879,,MsCcHSFeed\07-27-2020.15.3CatID026LeafID1077.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,204.5137897
51,1078,3,Yes,7/27/2020,15.317,197.8654236,,MsCcHSFeed\07-27-2020.15.317CatID051LeafID1078.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,197.8889715
50,1079,3,Yes,7/27/2020,15.35,148.6384717,,MsCcHSFeed\07-27-2020.15.35CatID050LeafID1079.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,148.8229305
52,1080,3,Yes,7/27/2020,15.367,194.3567817,,MsCcHSFeed\07-27-2020.15.367CatID052LeafID1080.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,194.0585079
31,1042,4,Yes,7/27/2020,15.4,69.8353171,,MsCcHSFeed\07-27-2020.15.4CatID031LeafID1042.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,11.26376082
31,1081,4,Yes,7/27/2020,15.567,267.4338641,,MsCcHSFeed\07-27-2020.15.567CatID031LeafID1081.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,254.8239465
53,1082,3,Yes,7/27/2020,15.567,215.2751947,,MsCcHSFeed\07-27-2020.15.567CatID053LeafID1082.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,212.8301344
54,1083,3,Yes,7/27/2020,15.667,294.9299994,,MsCcHSFeed\07-27-2020.15.667CatID054LeafID1083.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,282.1670202
6,1048,5,Yes,7/28/2020,17,0.310047772,,MsCcHSFeed\07-28-2020.17.0CatID006LeafID1048.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.211931388
6,1084,5,Yes,7/28/2020,17.133,490.9940062,,MsCcHSFeed\07-28-2020.17.133CatID006LeafID1084.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,477.4107741
14,1049,5,Yes,7/28/2020,17.15,0,,MsCcHSFeed\07-28-2020.17.15CatID014LeafID1049.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
14,1085,5,Yes,7/28/2020,17.167,157.3943777,,MsCcHSFeed\07-28-2020.17.167CatID014LeafID1085.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,156.7978301
8,1070,5,Yes,7/28/2020,17.167,0.52197916,,MsCcHSFeed\07-28-2020.17.167CatID008LeafID1070.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
8,1086,5,Yes,7/28/2020,17.2,406.8297724,,MsCcHSFeed\07-28-2020.17.2CatID008LeafID1086.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,408.4388811
9,1032,5,Yes,7/28/2020,17.217,2.94741616,,MsCcHSFeed\07-28-2020.17.217CatID009LeafID1032.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.706437961
9,1087,5,Yes,7/28/2020,17.233,420.9310591,,MsCcHSFeed\07-28-2020.17.233CatID009LeafID1087.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,416.7709244
